algorithm,machine,size,variant,metric,value
avx2,zen4,1280,openssl-avx2,tsc_ticks_per_byte,1.17870383
avx2,zen4,1280,boringssl-avx2,core_cycles_per_byte,1.27690890
avx2,zen4,1280,boringssl-avx2,instructions_per_byte,3.76328629
avx2,zen4,1280,boringssl-avx2,tsc_ticks_per_byte,1.04309422
avx2,zen4,1280,intel-avx2,core_cycles_per_byte,1.23332782
avx2,zen4,1280,intel-avx2,instructions_per_byte,3.05156789
avx2,zen4,1280,intel-avx2,tsc_ticks_per_byte,1.00785405
avx2,zen4,1300,ours-avx2,core_cycles_per_byte,1.27562661
avx2,zen4,1300,ours-avx2,instructions_per_byte,3.83846723
avx2,zen4,1300,ours-avx2,tsc_ticks_per_byte,1.16109268
avx2,zen4,1300,openssl-avx2,core_cycles_per_byte,1.27645300
avx2,zen4,1300,openssl-avx2,instructions_per_byte,3.83385092
avx2,zen4,1300,openssl-avx2,tsc_ticks_per_byte,1.14696030
avx2,zen4,1300,boringssl-avx2,core_cycles_per_byte,1.27738519
avx2,zen4,1300,boringssl-avx2,instructions_per_byte,3.81846696
avx2,zen4,1300,boringssl-avx2,tsc_ticks_per_byte,1.06952724
avx2,zen4,1300,intel-avx2,core_cycles_per_byte,1.35857470
avx2,zen4,1300,intel-avx2,instructions_per_byte,3.55769731
avx2,zen4,1300,intel-avx2,tsc_ticks_per_byte,1.19633245
avx2,zen4,1330,ours-avx2,core_cycles_per_byte,1.28224011
avx2,zen4,1330,ours-avx2,instructions_per_byte,3.90977825
avx2,zen4,1330,ours-avx2,tsc_ticks_per_byte,1.08709144
avx2,zen4,1330,openssl-avx2,core_cycles_per_byte,1.27770934
avx2,zen4,1330,openssl-avx2,instructions_per_byte,3.90526736
avx2,zen4,1330,openssl-avx2,tsc_ticks_per_byte,1.14298625
avx2,zen4,1330,boringssl-avx2,core_cycles_per_byte,1.29629180
avx2,zen4,1330,boringssl-avx2,instructions_per_byte,3.89022941
avx2,zen4,1330,boringssl-avx2,tsc_ticks_per_byte,1.23538925
avx2,zen4,1330,intel-avx2,core_cycles_per_byte,1.32056910
avx2,zen4,1330,intel-avx2,instructions_per_byte,3.47895205
avx2,zen4,1330,intel-avx2,tsc_ticks_per_byte,1.15018120
avx2,zen4,1350,ours-avx2,core_cycles_per_byte,1.21180175
avx2,zen4,1350,ours-avx2,instructions_per_byte,3.62518951
avx2,zen4,1350,ours-avx2,tsc_ticks_per_byte,0.98872989
avx2,zen4,1350,openssl-avx2,core_cycles_per_byte,1.21509830
avx2,zen4,1350,openssl-avx2,instructions_per_byte,3.62074539
avx2,zen4,1350,openssl-avx2,tsc_ticks_per_byte,1.00736509
avx2,zen4,1350,boringssl-avx2,core_cycles_per_byte,1.21336817
avx2,zen4,1350,boringssl-avx2,instructions_per_byte,3.60592941
avx2,zen4,1350,boringssl-avx2,tsc_ticks_per_byte,0.99426213
avx2,zen4,1350,intel-avx2,core_cycles_per_byte,1.30446623
avx2,zen4,1350,intel-avx2,instructions_per_byte,3.43556062
avx2,zen4,1350,intel-avx2,tsc_ticks_per_byte,1.14279783
avx2,zen4,1360,ours-avx2,core_cycles_per_byte,1.20788090
avx2,zen4,1360,ours-avx2,instructions_per_byte,3.65000495
avx2,zen4,1360,ours-avx2,tsc_ticks_per_byte,1.09036613
avx2,zen4,1360,openssl-avx2,core_cycles_per_byte,1.20487222
avx2,zen4,1360,openssl-avx2,instructions_per_byte,3.64559157
avx2,zen4,1360,openssl-avx2,tsc_ticks_per_byte,0.98612353
avx2,zen4,1360,boringssl-avx2,core_cycles_per_byte,1.20981200
avx2,zen4,1360,boringssl-avx2,instructions_per_byte,3.63088658
avx2,zen4,1360,boringssl-avx2,tsc_ticks_per_byte,1.05612030
avx2,zen4,1360,intel-avx2,core_cycles_per_byte,1.30197363
avx2,zen4,1360,intel-avx2,instructions_per_byte,3.41397560
avx2,zen4,1360,intel-avx2,tsc_ticks_per_byte,1.08260168
avx2,zen4,1370,ours-avx2,core_cycles_per_byte,1.21452681
avx2,zen4,1370,ours-avx2,instructions_per_byte,3.67445679
avx2,zen4,1370,ours-avx2,tsc_ticks_per_byte,1.07305082
avx2,zen4,1370,openssl-avx2,core_cycles_per_byte,1.21220196
avx2,zen4,1370,openssl-avx2,instructions_per_byte,3.67007842
avx2,zen4,1370,openssl-avx2,tsc_ticks_per_byte,0.99834309
avx2,zen4,1370,boringssl-avx2,core_cycles_per_byte,1.21976930
avx2,zen4,1370,boringssl-avx2,instructions_per_byte,3.65547964
avx2,zen4,1370,boringssl-avx2,tsc_ticks_per_byte,0.99830459
avx2,zen4,1370,intel-avx2,core_cycles_per_byte,1.28890056
avx2,zen4,1370,intel-avx2,instructions_per_byte,3.39343510
avx2,zen4,1370,intel-avx2,tsc_ticks_per_byte,1.05508368
avx2,zen4,1380,ours-avx2,core_cycles_per_byte,1.21491763
avx2,zen4,1380,ours-avx2,instructions_per_byte,3.69855487
avx2,zen4,1380,ours-avx2,tsc_ticks_per_byte,1.06090598
avx2,zen4,1380,openssl-avx2,core_cycles_per_byte,1.21790774
avx2,zen4,1380,openssl-avx2,instructions_per_byte,3.69420740
avx2,zen4,1380,openssl-avx2,tsc_ticks_per_byte,1.14489296
avx2,zen4,1380,boringssl-avx2,core_cycles_per_byte,1.22627189
avx2,zen4,1380,boringssl-avx2,instructions_per_byte,3.67971345
avx2,zen4,1380,boringssl-avx2,tsc_ticks_per_byte,1.09606072
avx2,zen4,1380,intel-avx2,core_cycles_per_byte,1.28208469
avx2,zen4,1380,intel-avx2,instructions_per_byte,3.36014886
avx2,zen4,1380,intel-avx2,tsc_ticks_per_byte,1.01371590
avx2,zen4,1390,ours-avx2,core_cycles_per_byte,1.22082281
avx2,zen4,1390,ours-avx2,instructions_per_byte,3.72230541
avx2,zen4,1390,ours-avx2,tsc_ticks_per_byte,0.98021334
avx2,zen4,1390,openssl-avx2,core_cycles_per_byte,1.22092968
avx2,zen4,1390,openssl-avx2,instructions_per_byte,3.71798961
avx2,zen4,1390,openssl-avx2,tsc_ticks_per_byte,1.07857353
avx2,zen4,1390,boringssl-avx2,core_cycles_per_byte,1.23121752
avx2,zen4,1390,boringssl-avx2,instructions_per_byte,3.70360094
avx2,zen4,1390,boringssl-avx2,tsc_ticks_per_byte,0.99542321
avx2,zen4,1390,intel-avx2,core_cycles_per_byte,1.26614205
avx2,zen4,1390,intel-avx2,instructions_per_byte,3.35396077
avx2,zen4,1390,intel-avx2,tsc_ticks_per_byte,1.08140145
avx2,zen4,1400,ours-avx2,core_cycles_per_byte,1.21711270
avx2,zen4,1400,ours-avx2,instructions_per_byte,3.74571852
avx2,zen4,1400,ours-avx2,tsc_ticks_per_byte,0.99689949
avx2,zen4,1400,openssl-avx2,core_cycles_per_byte,1.22073428
avx2,zen4,1400,openssl-avx2,instructions_per_byte,3.74143209
avx2,zen4,1400,openssl-avx2,tsc_ticks_per_byte,0.96488231
avx2,zen4,1400,boringssl-avx2,core_cycles_per_byte,1.23797993
avx2,zen4,1400,boringssl-avx2,instructions_per_byte,3.72714715
avx2,zen4,1400,boringssl-avx2,tsc_ticks_per_byte,1.00890069
avx2,zen4,1400,intel-avx2,core_cycles_per_byte,1.26393479
avx2,zen4,1400,intel-avx2,instructions_per_byte,3.32000387
avx2,zen4,1400,intel-avx2,tsc_ticks_per_byte,1.00369907
avx2,zen4,1410,ours-avx2,core_cycles_per_byte,1.16282877
avx2,zen4,1410,ours-avx2,instructions_per_byte,3.45248641
avx2,zen4,1410,ours-avx2,tsc_ticks_per_byte,0.98893317
avx2,zen4,1410,openssl-avx2,core_cycles_per_byte,1.16372232
avx2,zen4,1410,openssl-avx2,instructions_per_byte,3.44823074
avx2,zen4,1410,openssl-avx2,tsc_ticks_per_byte,0.94975396
avx2,zen4,1410,boringssl-avx2,core_cycles_per_byte,1.16188175
avx2,zen4,1410,boringssl-avx2,instructions_per_byte,3.43404649
avx2,zen4,1410,boringssl-avx2,tsc_ticks_per_byte,1.00004763
avx2,zen4,1410,intel-avx2,core_cycles_per_byte,1.24414860
avx2,zen4,1410,intel-avx2,instructions_per_byte,3.28511035
avx2,zen4,1410,intel-avx2,tsc_ticks_per_byte,1.12792732
avx2,zen4,1420,ours-avx2,core_cycles_per_byte,1.15966507
avx2,zen4,1420,ours-avx2,instructions_per_byte,3.47747000
avx2,zen4,1420,ours-avx2,tsc_ticks_per_byte,0.93568765
avx2,zen4,1420,openssl-avx2,core_cycles_per_byte,1.15632518
avx2,zen4,1420,openssl-avx2,instructions_per_byte,3.47324331
avx2,zen4,1420,openssl-avx2,tsc_ticks_per_byte,0.99062557
avx2,zen4,1420,boringssl-avx2,core_cycles_per_byte,1.16094874
avx2,zen4,1420,boringssl-avx2,instructions_per_byte,3.45915866
avx2,zen4,1420,boringssl-avx2,tsc_ticks_per_byte,1.02288230
avx2,zen4,1420,intel-avx2,core_cycles_per_byte,1.24360397
avx2,zen4,1420,intel-avx2,instructions_per_byte,3.27746944
avx2,zen4,1420,intel-avx2,tsc_ticks_per_byte,1.03711142
avx2,zen4,4096,ours-avx2,core_cycles_per_byte,1.05616623
avx2,zen4,4096,ours-avx2,instructions_per_byte,4.90478864
avx2,zen4,4096,ours-avx2,tsc_ticks_per_byte,0.83411044
avx2,zen4,4096,openssl-avx2,core_cycles_per_byte,1.06136677
avx2,zen4,4096,openssl-avx2,instructions_per_byte,3.13598937
avx2,zen4,4096,openssl-avx2,tsc_ticks_per_byte,0.92656791
avx2,zen4,4096,boringssl-avx2,core_cycles_per_byte,1.05799296
avx2,zen4,4096,boringssl-avx2,instructions_per_byte,3.13110670
avx2,zen4,4096,boringssl-avx2,tsc_ticks_per_byte,0.90316278
avx2,zen4,4096,intel-avx2,core_cycles_per_byte,1.09601867
avx2,zen4,4096,intel-avx2,instructions_per_byte,2.92554080
avx2,zen4,4096,intel-avx2,tsc_ticks_per_byte,0.91914445
avx2,zen4,4115,ours-avx2,core_cycles_per_byte,1.11263398
avx2,zen4,4115,ours-avx2,instructions_per_byte,5.29016156
avx2,zen4,4115,ours-avx2,tsc_ticks_per_byte,0.91236349
avx2,zen4,4115,openssl-avx2,core_cycles_per_byte,1.19462366
avx2,zen4,4115,openssl-avx2,instructions_per_byte,3.53609127
avx2,zen4,4115,openssl-avx2,tsc_ticks_per_byte,1.01692159
avx2,zen4,4115,boringssl-avx2,core_cycles_per_byte,1.19048603
avx2,zen4,4115,boringssl-avx2,instructions_per_byte,3.53123154
avx2,zen4,4115,boringssl-avx2,tsc_ticks_per_byte,1.05995140
avx2,zen4,4115,intel-avx2,core_cycles_per_byte,1.16220564
avx2,zen4,4115,intel-avx2,instructions_per_byte,3.02746450
avx2,zen4,4115,intel-avx2,tsc_ticks_per_byte,0.96372067
avx2,zen4,4134,ours-avx2,core_cycles_per_byte,1.11391938
avx2,zen4,4134,ours-avx2,instructions_per_byte,5.29802047
avx2,zen4,4134,ours-avx2,tsc_ticks_per_byte,0.85466392
avx2,zen4,4134,openssl-avx2,core_cycles_per_byte,1.18871227
avx2,zen4,4134,openssl-avx2,instructions_per_byte,3.55201147
avx2,zen4,4134,openssl-avx2,tsc_ticks_per_byte,0.96020392
avx2,zen4,4134,boringssl-avx2,core_cycles_per_byte,1.19447409
avx2,zen4,4134,boringssl-avx2,instructions_per_byte,3.54717422
avx2,zen4,4134,boringssl-avx2,tsc_ticks_per_byte,1.00727305
avx2,zen4,4134,intel-avx2,core_cycles_per_byte,1.15701900
avx2,zen4,4134,intel-avx2,instructions_per_byte,3.01572679
avx2,zen4,4134,intel-avx2,tsc_ticks_per_byte,0.98388515
avx2,zen4,4153,ours-avx2,core_cycles_per_byte,1.08272228
avx2,zen4,4153,ours-avx2,instructions_per_byte,5.30580712
avx2,zen4,4153,ours-avx2,tsc_ticks_per_byte,0.86220544
avx2,zen4,4153,openssl-avx2,core_cycles_per_byte,1.19582958
avx2,zen4,4153,openssl-avx2,instructions_per_byte,3.56778608
avx2,zen4,4153,openssl-avx2,tsc_ticks_per_byte,1.03640110
avx2,zen4,4153,boringssl-avx2,core_cycles_per_byte,1.20501506
avx2,zen4,4153,boringssl-avx2,instructions_per_byte,3.56297079
avx2,zen4,4153,boringssl-avx2,tsc_ticks_per_byte,0.96060403
avx2,zen4,4153,intel-avx2,core_cycles_per_byte,1.15281079
avx2,zen4,4153,intel-avx2,instructions_per_byte,3.00361593
avx2,zen4,4153,intel-avx2,tsc_ticks_per_byte,0.91448589
avx2,zen4,4172,ours-avx2,core_cycles_per_byte,1.08747580
avx2,zen4,4172,ours-avx2,instructions_per_byte,5.20661950
avx2,zen4,4172,ours-avx2,tsc_ticks_per_byte,0.85738464
avx2,zen4,4172,openssl-avx2,core_cycles_per_byte,1.16710910
avx2,zen4,4172,openssl-avx2,instructions_per_byte,3.47795273
avx2,zen4,4172,openssl-avx2,tsc_ticks_per_byte,1.04982751
avx2,zen4,4172,boringssl-avx2,core_cycles_per_byte,1.17003371
avx2,zen4,4172,boringssl-avx2,instructions_per_byte,3.47315836
avx2,zen4,4172,boringssl-avx2,tsc_ticks_per_byte,1.05756881
avx2,zen4,4172,intel-avx2,core_cycles_per_byte,1.14848406
avx2,zen4,4172,intel-avx2,instructions_per_byte,2.99161431
avx2,zen4,4172,intel-avx2,tsc_ticks_per_byte,0.98492860
avx2,zen4,4191,ours-avx2,core_cycles_per_byte,1.09604637
avx2,zen4,4191,ours-avx2,instructions_per_byte,5.21475029
avx2,zen4,4191,ours-avx2,tsc_ticks_per_byte,0.86041148
avx2,zen4,4191,openssl-avx2,core_cycles_per_byte,1.17312588
avx2,zen4,4191,openssl-avx2,instructions_per_byte,3.49392066
avx2,zen4,4191,openssl-avx2,tsc_ticks_per_byte,0.93890725
avx2,zen4,4191,boringssl-avx2,core_cycles_per_byte,1.17438976
avx2,zen4,4191,boringssl-avx2,instructions_per_byte,3.48914802
avx2,zen4,4191,boringssl-avx2,tsc_ticks_per_byte,0.94149508
avx2,zen4,4191,intel-avx2,core_cycles_per_byte,1.14719079
avx2,zen4,4191,intel-avx2,instructions_per_byte,2.98258590
avx2,zen4,4191,intel-avx2,tsc_ticks_per_byte,0.99583848
avx2,zen4,4210,ours-avx2,core_cycles_per_byte,1.08972280
avx2,zen4,4210,ours-avx2,instructions_per_byte,5.22280687
avx2,zen4,4210,ours-avx2,tsc_ticks_per_byte,0.94953737
avx2,zen4,4210,openssl-avx2,core_cycles_per_byte,1.17187634
avx2,zen4,4210,openssl-avx2,instructions_per_byte,3.50974369
avx2,zen4,4210,openssl-avx2,tsc_ticks_per_byte,1.02576455
avx2,zen4,4210,boringssl-avx2,core_cycles_per_byte,1.17548095
avx2,zen4,4210,boringssl-avx2,instructions_per_byte,3.50499402
avx2,zen4,4210,boringssl-avx2,tsc_ticks_per_byte,0.97707782
avx2,zen4,4210,intel-avx2,core_cycles_per_byte,1.14118097
avx2,zen4,4210,intel-avx2,instructions_per_byte,2.96271186
avx2,zen4,4210,intel-avx2,tsc_ticks_per_byte,0.98342555
avx2,zen4,4229,ours-avx2,core_cycles_per_byte,1.07081814
avx2,zen4,4229,ours-avx2,instructions_per_byte,5.12532907
avx2,zen4,4229,ours-avx2,tsc_ticks_per_byte,0.84909048
avx2,zen4,4229,openssl-avx2,core_cycles_per_byte,1.15287913
avx2,zen4,4229,openssl-avx2,instructions_per_byte,3.41996185
avx2,zen4,4229,openssl-avx2,tsc_ticks_per_byte,1.08400201
avx2,zen4,4229,boringssl-avx2,core_cycles_per_byte,1.15878008
avx2,zen4,4229,boringssl-avx2,instructions_per_byte,3.41523251
avx2,zen4,4229,boringssl-avx2,tsc_ticks_per_byte,0.94861926
avx2,zen4,4229,intel-avx2,core_cycles_per_byte,1.15393925
avx2,zen4,4229,intel-avx2,instructions_per_byte,3.04375042
avx2,zen4,4229,intel-avx2,tsc_ticks_per_byte,0.94262586
avx2,zen4,8900,ours-avx2,core_cycles_per_byte,1.03294060
avx2,zen4,8900,ours-avx2,instructions_per_byte,4.85730781
avx2,zen4,8900,ours-avx2,tsc_ticks_per_byte,0.80779191
avx2,zen4,8900,openssl-avx2,core_cycles_per_byte,1.10095115
avx2,zen4,8900,openssl-avx2,instructions_per_byte,3.24045310
avx2,zen4,8900,openssl-avx2,tsc_ticks_per_byte,0.97311054
avx2,zen4,8900,boringssl-avx2,core_cycles_per_byte,1.09917411
avx2,zen4,8900,boringssl-avx2,instructions_per_byte,3.23820633
avx2,zen4,8900,boringssl-avx2,tsc_ticks_per_byte,0.91070551
avx2,zen4,8900,intel-avx2,core_cycles_per_byte,1.10967103
avx2,zen4,8900,intel-avx2,instructions_per_byte,2.94786958
avx2,zen4,8900,intel-avx2,tsc_ticks_per_byte,1.03636271
avx2,zen4,8915,ours-avx2,core_cycles_per_byte,1.03491376
avx2,zen4,8915,ours-avx2,instructions_per_byte,4.86091261
avx2,zen4,8915,ours-avx2,tsc_ticks_per_byte,0.80198038
avx2,zen4,8915,openssl-avx2,core_cycles_per_byte,1.09629982
avx2,zen4,8915,openssl-avx2,instructions_per_byte,3.24677823
avx2,zen4,8915,openssl-avx2,tsc_ticks_per_byte,0.99396297
avx2,zen4,8915,boringssl-avx2,core_cycles_per_byte,1.09867928
avx2,zen4,8915,boringssl-avx2,instructions_per_byte,3.24453699
avx2,zen4,8915,boringssl-avx2,tsc_ticks_per_byte,0.97070001
avx2,zen4,8915,intel-avx2,core_cycles_per_byte,1.10405082
avx2,zen4,8915,intel-avx2,instructions_per_byte,2.94358250
avx2,zen4,8915,intel-avx2,tsc_ticks_per_byte,0.99092045
avx2,zen4,8930,ours-avx2,core_cycles_per_byte,1.04047820
avx2,zen4,8930,ours-avx2,instructions_per_byte,4.86450672
avx2,zen4,8930,ours-avx2,tsc_ticks_per_byte,0.94656669
avx2,zen4,8930,openssl-avx2,core_cycles_per_byte,1.09613833
avx2,zen4,8930,openssl-avx2,instructions_per_byte,3.25308314
avx2,zen4,8930,openssl-avx2,tsc_ticks_per_byte,0.95786702
avx2,zen4,8930,boringssl-avx2,core_cycles_per_byte,1.09644370
avx2,zen4,8930,boringssl-avx2,instructions_per_byte,3.25084359
avx2,zen4,8930,boringssl-avx2,tsc_ticks_per_byte,1.04813370
avx2,zen4,8930,intel-avx2,core_cycles_per_byte,1.09829493
avx2,zen4,8930,intel-avx2,instructions_per_byte,2.93818905
avx2,zen4,8930,intel-avx2,tsc_ticks_per_byte,0.96989336
avx2,zen4,8945,ours-avx2,core_cycles_per_byte,1.00836144
avx2,zen4,8945,ours-avx2,instructions_per_byte,4.86808616
avx2,zen4,8945,ours-avx2,tsc_ticks_per_byte,0.94201399
avx2,zen4,8945,openssl-avx2,core_cycles_per_byte,1.09522243
avx2,zen4,8945,openssl-avx2,instructions_per_byte,3.25936611
avx2,zen4,8945,openssl-avx2,tsc_ticks_per_byte,0.90377467
avx2,zen4,8945,boringssl-avx2,core_cycles_per_byte,1.10225566
avx2,zen4,8945,boringssl-avx2,instructions_per_byte,3.25713115
avx2,zen4,8945,boringssl-avx2,tsc_ticks_per_byte,0.94497560
avx2,zen4,8945,intel-avx2,core_cycles_per_byte,1.09937792
avx2,zen4,8945,intel-avx2,instructions_per_byte,2.93359815
avx2,zen4,8945,intel-avx2,tsc_ticks_per_byte,0.87688235
avx2,zen4,8960,ours-avx2,core_cycles_per_byte,1.00162185
avx2,zen4,8960,ours-avx2,instructions_per_byte,4.82109757
avx2,zen4,8960,ours-avx2,tsc_ticks_per_byte,0.77236435
avx2,zen4,8960,openssl-avx2,core_cycles_per_byte,1.08689185
avx2,zen4,8960,openssl-avx2,instructions_per_byte,3.21507024
avx2,zen4,8960,openssl-avx2,tsc_ticks_per_byte,0.96214550
avx2,zen4,8960,boringssl-avx2,core_cycles_per_byte,1.08547620
avx2,zen4,8960,boringssl-avx2,instructions_per_byte,3.21283825
avx2,zen4,8960,boringssl-avx2,tsc_ticks_per_byte,0.89183026
avx2,zen4,8960,intel-avx2,core_cycles_per_byte,1.09480899
avx2,zen4,8960,intel-avx2,instructions_per_byte,2.92031530
avx2,zen4,8960,intel-avx2,tsc_ticks_per_byte,0.86480363
avx2,zen4,8975,ours-avx2,core_cycles_per_byte,1.00006978
avx2,zen4,8975,ours-avx2,instructions_per_byte,4.82551908
avx2,zen4,8975,ours-avx2,tsc_ticks_per_byte,0.76493512
avx2,zen4,8975,openssl-avx2,core_cycles_per_byte,1.08694218
avx2,zen4,8975,openssl-avx2,instructions_per_byte,3.22217652
avx2,zen4,8975,openssl-avx2,tsc_ticks_per_byte,0.87017531
avx2,zen4,8975,boringssl-avx2,core_cycles_per_byte,1.08940631
avx2,zen4,8975,boringssl-avx2,instructions_per_byte,3.21994882
avx2,zen4,8975,boringssl-avx2,tsc_ticks_per_byte,0.96977360
avx2,zen4,8975,intel-avx2,core_cycles_per_byte,1.11540251
avx2,zen4,8975,intel-avx2,instructions_per_byte,2.99799774
avx2,zen4,8975,intel-avx2,tsc_ticks_per_byte,0.90479928
avx2,zen4,8990,ours-avx2,core_cycles_per_byte,1.00473278
avx2,zen4,8990,ours-avx2,instructions_per_byte,4.82914701
avx2,zen4,8990,ours-avx2,tsc_ticks_per_byte,0.79843008
avx2,zen4,8990,openssl-avx2,core_cycles_per_byte,1.09425809
avx2,zen4,8990,openssl-avx2,instructions_per_byte,3.22848044
avx2,zen4,8990,openssl-avx2,tsc_ticks_per_byte,0.96190038
avx2,zen4,8990,boringssl-avx2,core_cycles_per_byte,1.09599919
avx2,zen4,8990,boringssl-avx2,instructions_per_byte,3.22625506
avx2,zen4,8990,boringssl-avx2,tsc_ticks_per_byte,0.93943384
avx2,zen4,8990,intel-avx2,core_cycles_per_byte,1.11281691
avx2,zen4,8990,intel-avx2,instructions_per_byte,2.99333200
avx2,zen4,8990,intel-avx2,tsc_ticks_per_byte,1.01914161
avx2,zen4,9000,ours-avx2,core_cycles_per_byte,1.00118497
avx2,zen4,9000,ours-avx2,instructions_per_byte,4.83156110
avx2,zen4,9000,ours-avx2,tsc_ticks_per_byte,0.78590302
avx2,zen4,9000,openssl-avx2,core_cycles_per_byte,1.09132394
avx2,zen4,9000,openssl-avx2,instructions_per_byte,3.23267039
avx2,zen4,9000,openssl-avx2,tsc_ticks_per_byte,0.85564670
avx2,zen4,9000,boringssl-avx2,core_cycles_per_byte,1.09746772
avx2,zen4,9000,boringssl-avx2,instructions_per_byte,3.23044894
avx2,zen4,9000,boringssl-avx2,tsc_ticks_per_byte,0.89001907
avx2,zen4,9000,intel-avx2,core_cycles_per_byte,1.11452960
avx2,zen4,9000,intel-avx2,instructions_per_byte,2.98767147
avx2,zen4,9000,intel-avx2,tsc_ticks_per_byte,1.04375304
avx2,zen4,16384,ours-avx2,core_cycles_per_byte,1.00312078
avx2,zen4,16384,ours-avx2,instructions_per_byte,4.77478456
avx2,zen4,16384,ours-avx2,tsc_ticks_per_byte,0.82302225
avx2,zen4,16384,openssl-avx2,core_cycles_per_byte,1.05657279
avx2,zen4,16384,openssl-avx2,instructions_per_byte,3.12482098
avx2,zen4,16384,openssl-avx2,tsc_ticks_per_byte,0.85970467
avx2,zen4,16384,boringssl-avx2,core_cycles_per_byte,1.05580214
avx2,zen4,16384,boringssl-avx2,instructions_per_byte,3.12360018
avx2,zen4,16384,boringssl-avx2,tsc_ticks_per_byte,0.88596368
avx2,zen4,16384,intel-avx2,core_cycles_per_byte,1.07688704
avx2,zen4,16384,intel-avx2,instructions_per_byte,2.90521619
avx2,zen4,16384,intel-avx2,tsc_ticks_per_byte,0.96343720
avx2,zen4,16385,ours-avx2,core_cycles_per_byte,0.99939815
avx2,zen4,16385,ours-avx2,instructions_per_byte,4.77534661
avx2,zen4,16385,ours-avx2,tsc_ticks_per_byte,0.77959374
avx2,zen4,16385,openssl-avx2,core_cycles_per_byte,1.08920589
avx2,zen4,16385,openssl-avx2,instructions_per_byte,3.22105969
avx2,zen4,16385,openssl-avx2,tsc_ticks_per_byte,0.95513760
